,business_id,city,stars,categories
867,5e1yzwhovZxX3L5MTWwsbg,Forest Park,4.0,"Restaurants, Mexican, Food Stands, Food"
881,gzMbL1pJtewCDGyJacjA9g,Brookline,3.5,"Restaurants, Mexican"
892,G3wG1U1pUfQ_cS815aaCGw,Austin,3.5,"Mexican, Tex-Mex, Restaurants, Fast Food"
961,s-TYCySIkeylOJ0QlltBjQ,Austin,2.0,"Fast Food, Breakfast & Brunch, Tex-Mex, Tacos, Restaurants, Mexican"
972,QygWnBjKysKW1YBiggM8VQ,Austin,3.0,"Mexican, Restaurants, Tacos"
989,uhjDfyNP7XxR8WV9Y2SINA,Austin,4.0,"Nightlife, Burgers, Gluten-Free, Mexican, Cocktail Bars, New Mexican Cuisine, Tacos, Restaurants, Bars"
990,M_sYcoxiIDIgPHDvpVXsRA,Columbus,4.0,"Asian Fusion, Mexican, Restaurants, New Mexican Cuisine"
991,khUr9HXf5YIBlNSHdLuZsQ,Boulder,3.5,"Vegetarian, Gluten-Free, Mexican, Vegan, American (New), Specialty Food, Health Markets, Food, Seafood, Breakfast & Brunch, Restaurants"
1009,Z-IauLuBeVVYvwvZTbeCtQ,Atlanta,4.0,"Restaurants, Hawaiian, Lounges, Mexican, Bars, Nightlife"
1086,bUMwQ1-_2BwrWGpEZ59Qtw,Vancouver,3.0,"Mexican, Restaurants"
1113,EeYqercILF4xM9ZJ0nx2tA,Orlando,3.5,"Restaurants, Mexican, Tex-Mex"
1154,Zg-q9yn53g0_YP70XekjGA,Portland,4.0,"Restaurants, Food, Food Trucks, Mexican"
1169,XW3NB-c3pA0vsmsXAn2rkw,Allston,4.5,"Asian Fusion, Mexican, Restaurants, Korean"
1184,w-WIdtND5jGIiiYoFjhtmg,Vancouver,3.0,"Restaurants, Mexican"
1244,cEC3lx06tjhMOAomZnD1Sw,Atlanta,3.5,"Cocktail Bars, Nightlife, Pet Sitting, Pubs, Mexican, Seafood, Tacos, Bars, Restaurants, Local Flavor, Pet Services, Pets"
1336,nHBPJlnTcSrFN9PtCsiwLQ,Manor,1.5,"Tacos, Breakfast & Brunch, Restaurants, Mexican, Fast Food"
1383,xdnJxzqZIpS9aeDtQota2Q,Lynn,3.0,"Restaurants, American (New), Salad, American (Traditional), Mexican, Salvadoran, Latin American"
1439,qkO0xNtd0uvIlrXLOLFclw,Columbus,3.5,"Mexican, Cocktail Bars, Tex-Mex, Tacos, Bars, Restaurants, Nightlife, Cheesesteaks"
1460,poByVulEtvtNxmlQHoa3NA,Portland,4.5,"Restaurants, Mexican"
1515,in5nur8WHXW8Z6G2-RFllg,Portland,4.5,"Salvadoran, Mexican, Latin American, Restaurants"
1585,b4L1LiRi2aBZP4ivpKqiQA,Atlanta,3.0,"Mexican, Restaurants"
1621,v-3jZdFtMTuSa-tUId7Xfw,Austin,3.0,"Mexican, Restaurants, Fast Food"
1625,Qr9FT2Q2nL9nL5oXrlnELg,Kissimmee,3.5,"Restaurants, Barbeque, Nightlife, American (Traditional), Seafood, Sandwiches, Bars, Mexican"
1661,9HjUwnEL5WIlv7RnnzF7CQ,Decatur,3.5,"Mexican, Restaurants, Breakfast & Brunch, Barbeque"
1756,bzSvS_VSPFeArZAKK1Mofw,Portland,4.5,"Restaurants, Mexican"
1764,WF5A093u2vUzbOqApjxnBw,Newton,3.0,"Mexican, Restaurants"
1772,MYcol6B_LSA-ZfuyV8OBrQ,Arlington,4.5,"Mexican, Restaurants"
1905,rr3fgRYPxcXt0pACSaAjew,Vancouver,3.5,"Restaurants, Mexican"
1953,73Oou4T_uWkiobFqBudVKA,Boston,3.0,"Food, Breakfast & Brunch, Sandwiches, Mediterranean, Mexican, Restaurants"
1968,aAdKtW04fIia-PodabYmJg,Orlando,4.5,"Food, Mexican, Restaurants, Food Trucks"
1992,N5tpYrCByRuUqSA5k5bxMw,Longwood,4.0,"Mexican, Restaurants"
2002,W_c1Li2uB6T7clbfC7qzXg,Vancouver,3.5,"Restaurants, Mexican, Fast Food"
2104,QKHR_5CtPSDBWnK42R9qWw,Atlanta,3.5,"Restaurants, Mexican, Food"
2113,uNwedRafzUElPl1CdHdXpg,Vancouver,4.5,"Restaurants, Bars, Mexican, Vegetarian, Nightlife, Cocktail Bars"
2143,v0DgJIt8vk491BCuHDfcMA,Beaverton,4.0,"Restaurants, Event Planning & Services, Mexican, Caterers, Food, Food Delivery Services"
2207,zCoTra6j1hYj0-LHeeC38w,Austin,5.0,"Restaurants, Food, Vegan, Street Vendors, Food Trucks, Mexican"
2241,aKJiOwvu6QLdG7v8hacweQ,Powell,2.5,"Restaurants, Fast Food, Tex-Mex, Mexican, Food"
2329,BUUDRHfxCqbz2IC83GFY7A,Doraville,4.0,"Restaurants, Seafood, Mexican, Steakhouses"
2411,5EbzAUrSXK-g1HAxwGJLCw,Orlando,3.0,"Bars, Tex-Mex, Restaurants, Nightlife, Mexican"
2495,nNLO8Tb8YpzbueWDvsBujw,Austin,4.5,"Mexican, Tacos, Restaurants, Food Stands"
2570,hmmfN3V_NTb9FiTkC7VWXw,Austin,4.0,"Mexican, Restaurants"
2591,WxobuzDIB3LG3eHnrsT_sg,Portland,3.5,"Bars, Sports Bars, Tacos, Nightlife, Sandwiches, Mexican, Restaurants"
2604,PGF3oxP84lRd9F6FwjDZwA,Saint Cloud,4.0,"Restaurants, Mexican"
2709,Y-Fepz41Q6JnhvjDuU-vWA,Austin,4.0,"Mexican, Restaurants"
2722,4YrYLgICcDzoTtmdg-YjYg,Portland,4.5,"Restaurants, Mexican, Fast Food, Tacos"
2723,Q8ldK4KLDNjZXQG6YdTroQ,Danvers,3.5,"Mexican, Restaurants"
2748,dxtcChjSodta7nx4_4QNZg,Austin,5.0,"Street Vendors, Restaurants, Mexican, Food Trucks, Food Stands, Food, Tacos"
2749,gx3GrhYlFR5-fseUoPa2eQ,Portland,3.0,"Mexican, Restaurants"
2765,QRYuVv6LbuXKD4GKxPHxMQ,Orlando,4.5,"Restaurants, Food, Food Trucks, Asian Fusion, Mexican, Tacos"
2775,fqp8siBHvHCDQ5eFxAxsOQ,Maitland,4.0,"Caterers, Restaurants, Mexican, Tex-Mex, Event Planning & Services"
2781,mwUvS1KuiYEvjbpT7rTetA,Portland,4.0,"Mexican, Latin American, Restaurants, Food, Sandwiches, Tacos, Food Trucks, Peruvian"
2838,EpNo7oP_ZGI4vfLMqmtfOg,Boston,3.5,"Korean, Mexican, Asian Fusion, Restaurants, Chicken Wings, Soup"
2872,S_0OBM0DjZrVqe3bvrHAZQ,Portland,3.0,"Mexican, Restaurants"
2931,Ti5Ns6Tl2sqopu3UVMfEKA,Portland,3.5,"Coffee & Tea, Diners, Breakfast & Brunch, Hotels & Travel, Restaurants, Food, American (New), Tapas/Small Plates, Sandwiches, Latin American, Mexican, Bed & Breakfast"
2948,qPk5uxaWYM7LRYuSf2bAvw,Columbus,4.0,"Food, Mexican, Restaurants"
2959,bgT1qzYHEPNbh6m2P6FMQQ,Columbus,4.0,"Nightlife, Seafood, Bars, Restaurants, Mexican"
2991,AzcwIh369Sm9b2ppI7hXjw,Austin,4.5,"Food Trucks, Food Stands, Tacos, Food, Restaurants, Mexican"
3072,V0iLdYpsLd1onf98EgCBXQ,Dublin,4.0,"Bars, Tex-Mex, Tacos, Nightlife, Restaurants, Mexican"
3107,XEhzcap45VDDZ-ykQNTvXw,Austin,5.0,"Breakfast & Brunch, Mexican, Restaurants, Food Trucks, Food"
3113,EVoEVAEnNiOWi1P5OGZbdA,West Roxbury,2.5,"Fast Food, Tacos, Mexican, Restaurants, Tex-Mex, Breakfast & Brunch"
3180,qSvv7xYuZFt87mAfjzHf-w,Westerville,3.5,"Restaurants, Mexican"
3184,sdocUzATR0GfqUzHWVb7FQ,Orlando,4.0,"Restaurants, Bars, Nightlife, Mexican, Cocktail Bars"
3191,-IWVTkOtAOobJw3mKh1ZJg,Austin,3.0,"Coffee & Tea, Tacos, Mexican, Food, Sandwiches, Restaurants, Breakfast & Brunch"
3309,vQaFtUTHcHF5xhl5hILYAA,Kissimmee,4.0,"Restaurants, Mexican"
3313,71linMvDH2cO1P-2v7IxfA,Casselberry,3.5,"Mexican, Ethnic Food, Cafeteria, Desserts, Restaurants, Food, Colombian, Specialty Food, Latin American, Seafood, Peruvian"
3316,udHnPxW8VS5MqabJqpGKVg,Burlington,3.5,"Nightlife, Mexican, Bars, Restaurants, Cocktail Bars, Latin American"
3318,ZE3jrF6Hcc-MzJx58-GSDQ,Austin,4.5,"Grocery, Food, Tacos, Restaurants, Mexican, Beer, Wine & Spirits"
3319,1OxKv-81D_IpYP1NYuHCag,Surrey,4.0,"Mexican, Restaurants"
3326,LoSheJfJ57sNedZj0GWO5A,Austin,4.5,"Southern, Desserts, Food, Asian Fusion, Bars, Cocktail Bars, Nightlife, Mexican, Restaurants"
3381,dGhSeJov0GlxFJVr1uwj7w,Atlanta,3.0,"Restaurants, Mexican, Tex-Mex"
3412,7VA92-w_jHKhU6mKc-1Y1g,Beaverton,3.0,"Restaurants, Mexican"
3457,Cn5p4vF_fiYeYk6CnaaMyw,Vancouver,3.0,"Mexican, Tex-Mex, Restaurants, Bars, Nightlife"
3590,jKtRxHnd068_ZzVC9aOayA,Portland,2.5,"Mexican, Restaurants"
3617,Qq6J6gcwCZT81xefUKTNYw,New Westminster,2.5,"Restaurants, Mexican, Fast Food"
3635,YkmZAXJBza4pbSaONfssnw,Decatur,3.5,"Dance Clubs, Restaurants, Breakfast & Brunch, Cocktail Bars, Bars, Nightlife, Mexican, Southern"
3759,7DQjIVYGvcv2g31m1cqF0w,Vancouver,4.0,"Restaurants, Mexican"
3772,1exJzD7WPZzJ72JRG1CGWg,Allston,4.0,"Mexican, Tacos, Nightlife, Bars, Restaurants"
3784,xaDfYFmpU4qyRwu6gBbpbA,Austin,5.0,"Food, Mexican, Food Trucks, Restaurants"
3795,FpkKezhDRH0jX580atgtPA,Orlando,4.0,"American (New), Restaurants, Diners, Sports Bars, Tacos, Seafood, Salad, Mexican, Nightlife, Bars"
3910,tajS9tP_Mgl7_XA4QA7b-w,Columbus,4.0,"Mexican, Food Trucks, Food, Food Stands, Restaurants"
3915,RzPNvu3s_jY8HI004bp2VQ,Portland,4.0,"Mexican, Restaurants"
3939,rOs79YiornVx-KMyCMwm1g,Austin,3.5,"Mexican, Restaurants, Fast Food"
3946,qBEA2bZ79R7ToGSc_75stA,Orlando,3.0,"Tex-Mex, Tacos, Restaurants, Mexican, Fast Food, Breakfast & Brunch"
4056,NKabWTBQ_7guLNSPd2qWxA,Portland,3.0,"Restaurants, Mexican"
4090,074utc4rvetcOrr89fCxLg,Oviedo,3.0,"Tex-Mex, Restaurants, Mexican"
4106,lRtO03k3Wgz26PR8vh1BKQ,Kyle,3.0,"Restaurants, Mexican"
4124,GGv9sw09ZULDher5Zh2wxw,Portland,5.0,"Mexican, Food, Restaurants, Food Stands, Food Trucks"
4194,pW6jIK9Vu18vXigPTfNwUQ,Columbus,2.0,"Nightlife, Restaurants, Mexican, Bars, Dance Clubs"
4199,FV0EwBnrRlocGXe2Y_92fw,Austin,4.0,"Restaurants, Mexican, Food"
4362,9du6yM-z2zEIEJT8t9pd2Q,Smyrna,3.5,"Mexican, Restaurants"
4363,kruvps7HxE6T0EEXWQwiUQ,Austin,4.0,"Restaurants, Food, Food Trucks, Tacos, Mexican"
4382,xxpKvaWBdsn0dxoP_QH0aw,Portland,4.0,"Mexican, Restaurants"
4447,xB57gHu10XhaQLG0r8veDA,Gresham,4.5,"Mexican, Restaurants, Food"
4479,_rHPSvudtFUAbZrDEfxG4g,Columbus,3.5,"Restaurants, Mexican, Tacos, Comfort Food"
4490,rXGFZX2dQIRQq3v4aHxRSg,Casselberry,4.0,"Restaurants, Mexican"
4522,HMyB2Tzc8oivieHFB1y1YA,Austin,4.5,"Restaurants, Mexican"
4576,yVyMJhM73F-MrqlyUhHLFQ,Happy Valley,4.0,"Food Stands, Restaurants, Mexican"
4615,UbjcYG4JgLI-UObyJyBBGQ,Port Moody,1.0,"Mexican, Restaurants, Food, Food Trucks"
4646,XwxqQ_ouW0XnE-UZi96lQw,Roslindale,4.0,"Caribbean, Dominican, Restaurants, Pizza, Latin American, Mexican, Spanish"
4661,10y8fTObJIFfImtEpif1oQ,Newton,3.5,"Restaurants, Mexican"
4678,aC6Wjr8aLCYMsqrHpP_gPg,Austin,5.0,"Restaurants, Mexican, Food, Food Stands, Food Trucks, Indian"
4679,eUD2rCO5pfus19UN34Cgzw,Austin,4.5,"Cafes, Food, Event Planning & Services, Tacos, Sandwiches, Restaurants, American (New), Mexican, Caterers, Delis, Breakfast & Brunch"
4690,_U_lsW-xvGd3ixKiQmor7A,Portland,4.5,"Ethnic Food, Caribbean, Restaurants, Fast Food, Specialty Food, Mexican, Food, Latin American"
4858,Jtq3UVS1Ve9MgGYjfApAiA,Brookline,3.0,"Mexican, Restaurants"
4886,59eIU6W6nWDGXrBtI-uvSA,Columbus,2.5,"Restaurants, Breakfast & Brunch, Tacos, Mexican, Fast Food, Tex-Mex"
4953,kCJjrjmuNzREoLajbxMxXA,Boston,3.5,"Fast Food, Restaurants, American (New), Mexican"
5003,6JR1WSASN2Ou5eLsA12FGA,Portland,3.5,"Mexican, Breakfast & Brunch, Restaurants"
5023,fJ5w2RaHotidnBmI0gJUZQ,Orlando,3.5,"Restaurants, Fast Food, Mexican, Tex-Mex"
5066,QW0AtJn0ZNcn74PeytoK1g,Vancouver,3.5,"Pubs, Restaurants, American (New), Canadian (New), Beer, Wine & Spirits, Mexican, Sports Bars, Comedy Clubs, Nightlife, Seafood, Bars, Burgers, Food"
5089,3AXFcxIx_QfM7hK1LHZxHQ,Orlando,2.0,"Restaurants, Fast Food, Tex-Mex, Mexican, Tacos, Breakfast & Brunch"
5134,YuGd08fDgy2Oekz5kxIE5w,Lake Buena Vista,3.0,"Latin American, Mexican, Restaurants"
5137,Wqlhil2HQPAze1sbbGBVoQ,Stoughton,3.5,"Event Planning & Services, Restaurants, Tex-Mex, Mexican, Fast Food, Caterers"
5183,pVy6OuD2d72bn2V6yED0ig,Columbus,2.0,"Restaurants, Mexican, Fast Food"
5189,PvUsCe3LxxVPbVx9Bsz4JA,Winthrop,3.5,"Mexican, Restaurants"
5202,bVG1OIs2EAoEbz3lDHP06A,Burnaby,3.5,"Food, Specialty Food, Ethnic Food, Fast Food, Restaurants, Tex-Mex, Imported Food, Mexican"
5226,FgmetWZGunOfA_1bbbQivg,East Point,1.5,"Restaurants, Fast Food, Mexican"
5268,2_TQYv9q3tCBXmYjdfRK3A,Austin,4.5,"Fast Food, Food Stands, Tacos, Restaurants, Mexican"
5310,EYK5tNSAzQ1eoMQvh3Ltiw,Atlanta,2.5,"Food, Mexican, Hookah Bars, Bars, Nightlife, Restaurants"
5320,krDS6aV_rGCdtY1FVc5SyA,Brookline,4.0,"Fast Food, Restaurants, Mexican"
5367,8TmcU8ZbOUrS6xcHnAYznw,Tualatin,3.5,"Food, Restaurants, Grocery, Mexican"
5390,oTAVTISILu2T62AE_v-M1g,Cambridge,2.5,"Mexican, Fast Food, Restaurants"
5424,zNtc6CGHL-2MNdqH7Q945A,Quincy,2.5,"Restaurants, Barbeque, Tex-Mex, Mexican, Nightlife, Bars"
5464,W092RfBdhxp_I4NsCa3fXg,Portland,2.0,"Restaurants, Mexican"
5474,eI-6Qs0970N3aSsMJjVw4Q,Dublin,3.0,"Restaurants, Food, Mexican"
5506,gdLn9S6fLok0IbeKW2Wg0Q,Atlanta,3.0,"Mexican, Restaurants, Tex-Mex"
5522,ec2tQR9YlwLnxloCh5L26w,Vancouver,4.0,"Mexican, Restaurants"
5554,1jEaGRvGhdQ2sSdo5Ngg2A,Portland,4.5,"Mexican, Restaurants"
5576,HrFWWWJCH-1qiyJ-gZwYgA,Orlando,3.0,"Fast Food, Restaurants, Mexican"
5673,WsAp0D-waRX71zdz9vao2A,Longwood,4.0,"Breakfast & Brunch, Restaurants, Mexican, Tacos, Fast Food"
5745,TX90QFwdWFqu3TxRdWR18A,Powell,3.5,"Salad, Mexican, Latin American, Restaurants"
5747,hIuJ4rtAhavMosZetcRL4g,Atlanta,2.0,"Fast Food, Mexican, Restaurants"
5843,jtAWaEmUvPfJhlVqQ40Now,Obetz,1.5,"Restaurants, Mexican, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food"
5954,wRatD3dvJLJ-O5GqD4Z6vw,Orlando,4.5,"Restaurants, Mexican"
5966,K5FfglUSNkQ7T-Tv9n640A,Austin,3.0,"Mexican, Restaurants"
6016,dFuRyIRKA-crNlbrsgRpSw,Boulder,2.0,"Tex-Mex, Restaurants, Mexican, Tacos, Breakfast & Brunch, Fast Food"
6030,_C6zmFyNwqhDPGIms4D_vg,Portland,4.0,"Food, Food Stands, Restaurants, Food Trucks, Mexican, New Mexican Cuisine"
6115,BNELecCqN6X5_jckfs6ZEA,Titusville,4.5,"Tapas/Small Plates, Restaurants, Vegan, Nightlife, Tacos, Mexican, Vegetarian, Gluten-Free, Bars"
6129,1mu7f2nkFZVQsvFhljfuew,Orlando,3.5,"Cocktail Bars, Nightlife, Bars, Restaurants, Mexican, Tiki Bars, Lounges"
6222,OS3ZamNQM4_OdYacIKuEJA,Portland,3.5,"Restaurants, Mexican"
6250,n20rQSzceONC3eQRnprmhQ,Atlanta,5.0,"Restaurants, Latin American, Venezuelan, Mexican"
6268,YlOmLwEpA9Cr9HxPoT5Qug,Portland,4.0,"Mexican, Tapas/Small Plates, Nightlife, Bars, Restaurants, Cocktail Bars"
6270,_ZLCAYH9fI7RGc_0N27kJQ,Forest Park,4.5,"Tex-Mex, Mexican, Food, Juice Bars & Smoothies, Restaurants"
6281,tayok2VMk9wflZmCyyqgFw,Austin,3.0,"Mexican, Restaurants, Food, Tex-Mex"
6336,BpksOlCXICgnd62Ri_iq6Q,Kissimmee,4.0,"Restaurants, Tex-Mex, Bars, Mexican, Nightlife"
6355,W7RFSSd5XruCCJwQNSA9_g,Pataskala,4.0,"Restaurants, Mexican, Desserts, Food, Soup"
6361,i22sFqfNO1p1bBEjXmRHOA,Columbus,2.0,"Restaurants, Mexican, Food, Fast Food"
6399,baU8ajaL5MVXC9Z3mifRGg,New Albany,3.5,"Restaurants, Tex-Mex, Nightlife, Bars, Cocktail Bars, Mexican"
0,BeF5t1t0FIOivnf1oT40QQ,Portland,4.5,"Latin American, Restaurants, Mexican, Honduran"
32,OgDbJCuHeFv7xgLxS-O2GA,Dorchester,3.0,"Restaurants, Mexican"
54,Fx0slnWHNR3IniLJSacxyA,Austin,2.5,"Mexican, Breakfast & Brunch, Tacos, Fast Food, Tex-Mex, Restaurants"
59,0XZNUdHHiExPObncfCcxtw,Portland,4.0,"Restaurants, Food Stands, Mexican"
92,kwueULYT1Cptdqpp7GYv5g,Longwood,3.5,"Restaurants, Mexican"
95,-TunFTumtPviQOyUDsoY-Q,Portland,4.5,"Mexican, Restaurants"
152,LGio4HS95WS8LPgPUFe-ew,Portland,3.5,"Tacos, Latin American, Spanish, Tex-Mex, Restaurants, Salvadoran, Mexican, American (Traditional), Seafood"
249,Q7hKxOVuwVj3mpbhV34KnA,Boston,2.0,"Mexican, Restaurants"
264,KKse6jcHdgEcjyRVfWaT4A,Portland,3.5,"Mexican, Restaurants"
369,D5DhiJTTD69mj1yPSdySQw,Tigard,3.0,"Restaurants, Mexican"
406,5H2Vd9pYSdeU340ge5mFXA,Atlanta,3.5,"Mexican, Restaurants"
443,JUbIWP2Ky62dA7JFdgEW3Q,Vancouver,4.0,"Mexican, Restaurants"
456,T4_7VZGhEhEvrSLhadY0UQ,Columbus,4.0,"Nightlife, Mexican, Bars, Restaurants, Spanish"
475,G3V6iY7jnMRD-p9kOcUi3A,Dublin,4.0,"Restaurants, Mexican"
508,Y47Ep3UwWaJR5b_nq8UZNw,Orlando,4.0,"Restaurants, Tacos, Mexican"
573,uZVGefZg6HFFfcgjEfAtbg,Austin,2.0,"Fast Food, Mexican, Tex-Mex, Restaurants"
607,nFNn5v2fGcgrExqApDC-Gg,Orlando,3.5,"Restaurants, Mexican, Tex-Mex"
614,jfgO-kZE1eBhQxD-VQYamw,Framingham,3.5,"Restaurants, Desserts, Seafood, Mexican, Food"
662,V86AJK3xytBv2C0bwi9_Ow,Atlanta,4.0,"Mexican, Restaurants"
666,QE2Rukl79KSwejyBv2ZshQ,Portland,4.5,"Mexican, Restaurants"
767,ukCXqJqD4jAjOEWvqB1iow,Columbus,3.0,"Bars, Gay Bars, Mexican, Restaurants, Nightlife, Lounges, Tex-Mex"
816,LIb2bMiKa6Yq04QlVY_SJA,Vancouver,3.5,"Latin American, Mexican, Restaurants"
833,1_t8Zn-DZxK2WYYUo0hfTw,Peabody,4.5,"Restaurants, Mexican"
875,q_9uc7yr8KOpoU24WqomoA,Portland,1.5,"Restaurants, Breakfast & Brunch, Mexican, Tex-Mex, Fast Food, Tacos"
931,cijJNEPQXE1mwZtZ2LYNlQ,Austin,4.0,"Restaurants, Mexican"
952,z2tHNBxoQ-_CoczbhzLNrQ,Vancouver,4.0,"Restaurants, Asian Fusion, Mexican, Korean"
977,Y58ajW_UFRM1ZBOGreZgyQ,Columbus,4.0,"Restaurants, Mexican, Tacos, Food, Do-It-Yourself Food"
1022,anNQ_Q9s2Gg5vp_3KftjsQ,Columbus,4.5,"Mexican, Restaurants, New Mexican Cuisine, Tacos"
1076,cmblgS-29fSY6bLIwdc2Ag,Portland,4.0,"Restaurants, Mexican"
1088,0wBDItczafvPoRirCzuL1w,Brookline,4.0,"Restaurants, Mexican, Vegetarian, Tex-Mex"
1161,_WbZb29KIzsUZ0bzU19JoA,Portland,3.5,"Mexican, Restaurants"
1175,9TEYDJi1MKBGuJNFdSaMBA,Atlanta,2.0,"Mexican, Restaurants, Tex-Mex"
1333,BX2J-O891PfC_eMhNu5zmw,Austin,4.5,"Mexican, Restaurants"
1394,AxFVhQw0iMpMaiKDtNETeg,Austin,4.5,"Tacos, Bakeries, Restaurants, Mexican, Food"
1457,Ga9Puu_kIldwfFS1foEtpg,Allston,2.5,"Mexican, Nightlife, American (New), Bars, Restaurants"
1534,7LT0lykC7-Gf78lEZRWahg,Lafayette,3.0,"Bars, Mexican, Restaurants, Tex-Mex, Nightlife"
1546,o5Smiqhr_zVbGT1hc3K-dg,Portland,4.5,"Restaurants, Food Stands, American (Traditional), Fish & Chips, Mexican, Seafood, Tacos"
1614,E4IPd57XUPMDv5Ixy6yeLA,Portland,3.5,"Restaurants, Food Stands, Mexican"
1660,BtlzDIZ5RJePAae_hklVlA,Austin,4.5,"Food, Food Trucks, Restaurants, Mexican"
1702,Y7v90TllcK4zKx29qSfk9g,Columbus,4.5,"Imported Food, Ethnic Food, Street Vendors, Latin American, Food Trucks, Food, Restaurants, Mexican, Specialty Food"
1757,t9vAmsHv-l8j_20bGcEblA,Austin,4.5,"Restaurants, Food Trucks, Breakfast & Brunch, Mexican, Food, Caterers, Event Planning & Services"
1795,1qtrm_3tBPenXFwBGDZecA,Whitehall,2.0,"Restaurants, Food, Mexican, Fast Food"
1804,UjLHf4yJnT0XHwPgSRfvAg,Atlanta,2.0,"Tex-Mex, Restaurants, Mexican"
1851,nEZm_RNK_VZrpgZKLuCRPw,Austin,2.0,"Mexican, Restaurants"
1905,Jjnp6yq64UepjAFOoRBsqg,Dripping Springs,3.5,"Restaurants, Mexican, Cafes"
1965,NiirH0rlLWomQXv-3LUuGA,Decatur,2.5,"Mexican, Nightlife, Bars, Restaurants"
2003,tJcreajt7qe98DBqaFRsDA,Austin,3.0,"Bars, Tacos, Nightlife, Mexican, American (New), Restaurants, Sports Bars"
2024,tdZkGkWkj3MVgr_BJtS1oA,Austin,4.0,"Event Planning & Services, Tacos, Restaurants, Salad, Caterers, Mexican"
2055,yHixklhb5guNmcvWkg8qZw,Hilliard,4.0,"American (New), Mexican, Tacos, Tex-Mex, Restaurants"
2102,n3dvyoNtJzjIxgHLerq4vg,Boulder,2.5,"Mexican, Restaurants"
2121,Qn375GaXRU_6OCcD2z_uSw,Austin,4.5,"Food Stands, Mexican, Food Delivery Services, Restaurants, Food, Food Trucks"
2291,6_VBVoFBWE2gysfcwAi5aA,Columbus,4.0,"Mexican, Event Planning & Services, Bars, Tex-Mex, Restaurants, Nightlife, Caterers"
2309,uSEJNW5rcFqaGHqfFHEW9A,Columbus,4.5,"Street Vendors, Mexican, Food Trucks, Ethnic Food, Specialty Food, Food, Restaurants"
2323,awHhaMrdvtle0SxhQxZ0LQ,West Linn,3.5,"Restaurants, Mexican"
2333,eidjdGMIBkfUrLOM_9a7Yg,Austin,4.5,"Tacos, Restaurants, Food, Mexican, Food Trucks"
2398,FmXuWTET9qHEUAKDdxZAGg,Lynn,4.0,"Mexican, Restaurants"
2493,cqUji3e_PL1aRxjtC0MaXw,Austin,2.0,"Mexican, Restaurants"
2503,KU31rxlyzyGekQB6u4X3LA,Vancouver,3.0,"Restaurants, Mexican"
2507,MmXz2xAQO3ZIRLyWh8zCPw,Tigard,4.5,"Caterers, Food, Peruvian, Colombian, Food Trucks, Mexican, Event Planning & Services, Restaurants, Latin American"
2510,XiprLUvfnNGNvXz9tTENYg,Winter Park,4.5,"Mexican, Restaurants"
2516,uPiK2g1stXqrFwOWZRoHJw,Boulder,3.0,"Mexican, Restaurants"
2517,QM62Z2ib7XE9OmRKQGFyzg,Atlanta,4.0,"Nightlife, Tacos, Cocktail Bars, Breakfast & Brunch, Restaurants, Mexican, Argentine, Bars"
2659,hZR-LKgsooHaN6a8L2dprg,Orlando,4.0,"Mexican, Empanadas, Chinese, Asian Fusion, Latin American, Food, Restaurants"
2728,letTAjvw5Z0wiRqgdNMG5g,Vancouver,4.0,"Latin American, Mexican, Restaurants"
2742,n5isW5mBjdJPljb5_NVJ5w,Salem,2.0,"Restaurants, Breakfast & Brunch, Tex-Mex, Mexican, Tacos, Fast Food"
2807,4u7uqtSiI3sk3SlNtUK-eg,Tigard,4.0,"Restaurants, Bars, Nightlife, Mexican"
2855,0hGtX5H16-GiKGRDw0jhow,Austin,3.0,"Seafood, Restaurants, Mexican"
2865,K724_8xmZ-13_jnTCQDRyw,Vancouver,3.0,"Tex-Mex, Restaurants, Mexican, Salad"
2877,F9_uYZowslaKYj7eeEiUZA,Columbus,1.5,"Restaurants, Tacos, Mexican, Breakfast & Brunch, Fast Food, Tex-Mex"
2884,_usT5GKyvL-CZxeTpqztOg,Richmond,4.0,"Restaurants, Mexican, Specialty Food, Ethnic Food, Food, Grocery"
2908,pzPNqJuBgkzDb9DV2fvjfQ,Vancouver,3.5,"Bars, Mexican, Nightlife, Restaurants"
2930,FK8Jup1JhdJKPuTqlKLFMQ,Kissimmee,2.5,"Mexican, Restaurants"
2946,7PfF5swUBBiifxamRlcZqQ,Austin,4.0,"Cuban, Vegan, Latin American, Pizza, Chicken Wings, American (New), Venues & Event Spaces, Burgers, Food Trucks, Breakfast & Brunch, Food Delivery Services, Food, Restaurants, Vegetarian, Event Planning & Services, Caterers, Mexican"
2947,6ro6GdSUnNmM929dTHgVKg,Austin,3.5,"Mexican, Restaurants, Fast Food"
2967,aqchZyKeC32rmPX5I2DYYw,Delta,4.0,"Fast Food, Restaurants, Food, Desserts, Mexican"
3005,nr_e1B2uGw838liSZFqcCg,Vancouver,3.0,"Restaurants, Mexican"
3053,06b16NMl2j6tn8i-Lzzzgg,Columbus,2.5,"Breakfast & Brunch, Diners, Mexican, Steakhouses, Restaurants, Fast Food"
3102,L8m_89jWiZRAP7m1xvl7Bw,Louisville,3.0,"Breakfast & Brunch, American (Traditional), Mexican, Restaurants"
3110,wo_v2Kr_-tNuF-S32jtZkg,Saugus,3.5,"Mexican, Bars, Tex-Mex, Cajun/Creole, Cafes, Nightlife, Restaurants"
